target,model,cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,holdout_accuracy,holdout_precision_macro,holdout_recall_macro,holdout_f1_macro,holdout_roc_auc
PPD_binary,LightGBM,0.76375,0.0470039891924079,0.7588072026226522,0.04755519993109567,0.7375,0.7366666666666666,0.7253968253968254,0.7279352226720648,0.8185714285714286
PPD_binary,CatBoost,0.7549999999999999,0.033865542960360186,0.7491969968322076,0.03486061824390365,0.7625,0.7604166666666667,0.753968253968254,0.756058417589472,0.816984126984127
PPD_binary,Random Forest,0.75125,0.02994787137677737,0.7458846695776119,0.031690428071198005,0.74375,0.7413680248731795,0.7341269841269842,0.7362389932049375,0.826111111111111
PPD_binary,XGBoost,0.7449999999999999,0.0417207981706966,0.7397297993221892,0.04230142552531885,0.74375,0.7425898327537672,0.7325396825396826,0.7350458419160709,0.8247619047619047
PPD_binary,Logistic Regression,0.73,0.013919410907075049,0.726739059899993,0.015289528128256565,0.7375,0.7335858585858586,0.734920634920635,0.7341351479664504,0.8031746031746032
