target,model,cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,holdout_accuracy,holdout_precision_macro,holdout_recall_macro,holdout_f1_macro,holdout_roc_auc
PHQ9 Result,XGBoost,0.39875,0.045311422400979635,0.3621762364501771,0.04703595005689375,0.3875,0.3831730769230769,0.35088416590323457,0.35907155381147193,0.6732370435732797
PHQ9 Result,Random Forest,0.36624999999999996,0.04619929653144083,0.35009336816736436,0.04612683643506368,0.3875,0.3646806497791538,0.37583381369511437,0.36677607502419185,0.6931169195963126
PHQ9 Result,Logistic Regression,0.35,0.028777161083053344,0.34580841121562217,0.032644129783589874,0.3625,0.3592646150043258,0.3875961152456536,0.3600567174760724,0.6556037931732167
PHQ9 Result,LightGBM,0.38,0.05052845732851935,0.3396863398986021,0.048988573555961146,0.41875,0.4070652173913043,0.39320987177771605,0.3991566138302309,0.677029424593616
PHQ9 Result,CatBoost,0.39624999999999994,0.05542449819348842,0.3373619841157671,0.054162745552411594,0.40625,0.34438266651381405,0.33335649363349085,0.3355631633943793,0.70292640465412
