target,baseline_f1_macro_mean,smote_f1_macro_mean,diff
EPDS Result,0.5784786441060312,0.5828344086201835,0.004355764514152316
PHQ9 Result,0.36479862573974264,0.3475887089651456,-0.017209916774597045
PPD_binary,0.7527180507753481,0.7575512952360041,0.004833244460655917
