target,model,cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,holdout_accuracy,holdout_precision_macro,holdout_recall_macro,holdout_f1_macro,holdout_roc_auc
EPDS Result,Random Forest,0.61625,0.047368238303741025,0.5827744876874489,0.05071305176380588,0.575,0.516017316017316,0.5323875891820142,0.5201256645356024,0.7484886724960255
EPDS Result,XGBoost,0.5887499999999999,0.04373213921133973,0.5467502013744072,0.04729426379074091,0.5375,0.47833558710840657,0.492284718765555,0.48222222222222216,0.7309408831100008
EPDS Result,Logistic Regression,0.5675,0.022150056433336677,0.5460805571797014,0.026242471366393978,0.49375,0.47428085199824327,0.4683424589347935,0.47083859020560465,0.7160034667019961
EPDS Result,LightGBM,0.58375,0.021139418156609708,0.5390775928599836,0.023916139555452486,0.55625,0.49224725891392557,0.5106520657043305,0.4970751294280706,0.7233549726196785
EPDS Result,CatBoost,0.59125,0.04551785364008284,0.5371417812806533,0.04428445948662002,0.575,0.5185025817555938,0.5255516840882695,0.5170841283373252,0.7498105773841068
